年份,十年代,尺度,區域,半球,緯度,距平C
1880,1880,全球,全球,全球,999,-0.18
1880,1880,半球,北半球,北,999,-0.30
1880,1880,半球,南半球,南,999,-0.05
1880,1880,寬帶,北緯24-90,北,999,-0.39
1880,1880,寬帶,南北緯24以內,赤道,999,-0.14
1880,1880,寬帶,南緯24-90,南,999,-0.02
1880,1880,緯度帶,北極區64-90N,北,77,-0.79
1880,1880,緯度帶,北高緯44-64N,北,54,-0.50
1880,1880,緯度帶,北中緯24-44N,北,34,-0.31
1880,1880,緯度帶,赤道-24N,北,12,-0.17
1880,1880,緯度帶,24S-赤道,南,-12,-0.12
1880,1880,緯度帶,南中緯24-44S,南,-34,-0.05
1880,1880,緯度帶,南高緯44-64S,南,-54,0.05
1880,1880,緯度帶,南極區64-90S,南,-77,0.70
1881,1880,全球,全球,全球,999,-0.09
1881,1880,半球,北半球,北,999,-0.19
1881,1880,半球,南半球,南,999,-0.01
1881,1880,寬帶,北緯24-90,北,999,-0.35
1881,1880,寬帶,南北緯24以內,赤道,999,0.09
1881,1880,寬帶,南緯24-90,南,999,-0.07
1881,1880,緯度帶,北極區64-90N,北,77,-0.84
1881,1880,緯度帶,北高緯44-64N,北,54,-0.46
1881,1880,緯度帶,北中緯24-44N,北,34,-0.22
1881,1880,緯度帶,赤道-24N,北,12,0.09
1881,1880,緯度帶,24S-赤道,南,-12,0.09
1881,1880,緯度帶,南中緯24-44S,南,-34,-0.06
1881,1880,緯度帶,南高緯44-64S,南,-54,-0.07
1881,1880,緯度帶,南極區64-90S,南,-77,0.62
1882,1880,全球,全球,全球,999,-0.11
1882,1880,半球,北半球,北,999,-0.22
1882,1880,半球,南半球,南,999,-0.02
1882,1880,寬帶,北緯24-90,北,999,-0.31
1882,1880,寬帶,南北緯24以內,赤道,999,-0.06
1882,1880,寬帶,南緯24-90,南,999,0.01
1882,1880,緯度帶,北極區64-90N,北,77,-1.34
1882,1880,緯度帶,北高緯44-64N,北,54,-0.27
1882,1880,緯度帶,北中緯24-44N,北,34,-0.16
1882,1880,緯度帶,赤道-24N,北,12,-0.07
1882,1880,緯度帶,24S-赤道,南,-12,-0.06
1882,1880,緯度帶,南中緯24-44S,南,-34,0.01
1882,1880,緯度帶,南高緯44-64S,南,-54,0.04
1882,1880,緯度帶,南極區64-90S,南,-77,0.65
1883,1880,全球,全球,全球,999,-0.18
1883,1880,半球,北半球,北,999,-0.29
1883,1880,半球,南半球,南,999,-0.07
1883,1880,寬帶,北緯24-90,北,999,-0.34
1883,1880,寬帶,南北緯24以內,赤道,999,-0.18
1883,1880,寬帶,南緯24-90,南,999,-0.01
1883,1880,緯度帶,北極區64-90N,北,77,-0.12
1883,1880,緯度帶,北高緯44-64N,北,54,-0.55
1883,1880,緯度帶,北中緯24-44N,北,34,-0.28
1883,1880,緯度帶,赤道-24N,北,12,-0.19
1883,1880,緯度帶,24S-赤道,南,-12,-0.16
1883,1880,緯度帶,南中緯24-44S,南,-34,-0.04
1883,1880,緯度帶,南高緯44-64S,南,-54,0.07
1883,1880,緯度帶,南極區64-90S,南,-77,0.52
1884,1880,全球,全球,全球,999,-0.28
1884,1880,半球,北半球,北,999,-0.43
1884,1880,半球,南半球,南,999,-0.15
1884,1880,寬帶,北緯24-90,北,999,-0.60
1884,1880,寬帶,南北緯24以內,赤道,999,-0.16
1884,1880,寬帶,南緯24-90,南,999,-0.14
1884,1880,緯度帶,北極區64-90N,北,77,-1.25
1884,1880,緯度帶,北高緯44-64N,北,54,-0.64
1884,1880,緯度帶,北中緯24-44N,北,34,-0.47
1884,1880,緯度帶,赤道-24N,北,12,-0.14
1884,1880,緯度帶,24S-赤道,南,-12,-0.18
1884,1880,緯度帶,南中緯24-44S,南,-34,-0.19
1884,1880,緯度帶,南高緯44-64S,南,-54,-0.02
1884,1880,緯度帶,南極區64-90S,南,-77,0.67
1885,1880,全球,全球,全球,999,-0.34
1885,1880,半球,北半球,北,999,-0.44
1885,1880,半球,南半球,南,999,-0.25
1885,1880,寬帶,北緯24-90,北,999,-0.65
1885,1880,寬帶,南北緯24以內,赤道,999,-0.15
1885,1880,寬帶,南緯24-90,南,999,-0.27
1885,1880,緯度帶,北極區64-90N,北,77,-1.45
1885,1880,緯度帶,北高緯44-64N,北,54,-0.68
1885,1880,緯度帶,北中緯24-44N,北,34,-0.47
1885,1880,緯度帶,赤道-24N,北,12,-0.08
1885,1880,緯度帶,24S-赤道,南,-12,-0.21
1885,1880,緯度帶,南中緯24-44S,南,-34,-0.33
1885,1880,緯度帶,南高緯44-64S,南,-54,-0.15
1885,1880,緯度帶,南極區64-90S,南,-77,0.85
1886,1880,全球,全球,全球,999,-0.32
1886,1880,半球,北半球,北,999,-0.44
1886,1880,半球,南半球,南,999,-0.20
1886,1880,寬帶,北緯24-90,北,999,-0.56
1886,1880,寬帶,南北緯24以內,赤道,999,-0.21
1886,1880,寬帶,南緯24-90,南,999,-0.21
1886,1880,緯度帶,北極區64-90N,北,77,-1.53
1886,1880,緯度帶,北高緯44-64N,北,54,-0.50
1886,1880,緯度帶,北中緯24-44N,北,34,-0.41
1886,1880,緯度帶,赤道-24N,北,12,-0.23
1886,1880,緯度帶,24S-赤道,南,-12,-0.19
1886,1880,緯度帶,南中緯24-44S,南,-34,-0.20
1886,1880,緯度帶,南高緯44-64S,南,-54,-0.20
1886,1880,緯度帶,南極區64-90S,南,-77,0.62
1887,1880,全球,全球,全球,999,-0.36
1887,1880,半球,北半球,北,999,-0.44
1887,1880,半球,南半球,南,999,-0.29
1887,1880,寬帶,北緯24-90,北,999,-0.52
1887,1880,寬帶,南北緯24以內,赤道,999,-0.31
1887,1880,寬帶,南緯24-90,南,999,-0.28
1887,1880,緯度帶,北極區64-90N,北,77,-1.71
1887,1880,緯度帶,北高緯44-64N,北,54,-0.50
1887,1880,緯度帶,北中緯24-44N,北,34,-0.30
1887,1880,緯度帶,赤道-24N,北,12,-0.31
1887,1880,緯度帶,24S-赤道,南,-12,-0.31
1887,1880,緯度帶,南中緯24-44S,南,-34,-0.28
1887,1880,緯度帶,南高緯44-64S,南,-54,-0.26
1887,1880,緯度帶,南極區64-90S,南,-77,0.34
1888,1880,全球,全球,全球,999,-0.18
1888,1880,半球,北半球,北,999,-0.24
1888,1880,半球,南半球,南,999,-0.12
1888,1880,寬帶,北緯24-90,北,999,-0.42
1888,1880,寬帶,南北緯24以內,赤道,999,0.09
1888,1880,寬帶,南緯24-90,南,999,-0.29
1888,1880,緯度帶,北極區64-90N,北,77,-1.25
1888,1880,緯度帶,北高緯44-64N,北,54,-0.44
1888,1880,緯度帶,北中緯24-44N,北,34,-0.25
1888,1880,緯度帶,赤道-24N,北,12,0.05
1888,1880,緯度帶,24S-赤道,南,-12,0.13
1888,1880,緯度帶,南中緯24-44S,南,-34,-0.31
1888,1880,緯度帶,南高緯44-64S,南,-54,-0.22
1888,1880,緯度帶,南極區64-90S,南,-77,0.18
1889,1880,全球,全球,全球,999,-0.11
1889,1880,半球,北半球,北,999,-0.18
1889,1880,半球,南半球,南,999,-0.04
1889,1880,寬帶,北緯24-90,北,999,-0.29
1889,1880,寬帶,南北緯24以內,赤道,999,0.06
1889,1880,寬帶,南緯24-90,南,999,-0.16
1889,1880,緯度帶,北極區64-90N,北,77,-0.63
1889,1880,緯度帶,北高緯44-64N,北,54,-0.23
1889,1880,緯度帶,北中緯24-44N,北,34,-0.28
1889,1880,緯度帶,赤道-24N,北,12,-0.01
1889,1880,緯度帶,24S-赤道,南,-12,0.13
1889,1880,緯度帶,南中緯24-44S,南,-34,-0.15
1889,1880,緯度帶,南高緯44-64S,南,-54,-0.15
1889,1880,緯度帶,南極區64-90S,南,-77,0.47
1890,1890,全球,全球,全球,999,-0.36
1890,1890,半球,北半球,北,999,-0.39
1890,1890,半球,南半球,南,999,-0.33
1890,1890,寬帶,北緯24-90,北,999,-0.45
1890,1890,寬帶,南北緯24以內,赤道,999,-0.38
1890,1890,寬帶,南緯24-90,南,999,-0.22
1890,1890,緯度帶,北極區64-90N,北,77,-1.09
1890,1890,緯度帶,北高緯44-64N,北,54,-0.56
1890,1890,緯度帶,北中緯24-44N,北,34,-0.28
1890,1890,緯度帶,赤道-24N,北,12,-0.29
1890,1890,緯度帶,24S-赤道,南,-12,-0.48
1890,1890,緯度帶,南中緯24-44S,南,-34,-0.18
1890,1890,緯度帶,南高緯44-64S,南,-54,-0.27
1890,1890,緯度帶,南極區64-90S,南,-77,0.18
1891,1890,全球,全球,全球,999,-0.23
1891,1890,半球,北半球,北,999,-0.26
1891,1890,半球,南半球,南,999,-0.20
1891,1890,寬帶,北緯24-90,北,999,-0.41
1891,1890,寬帶,南北緯24以內,赤道,999,-0.09
1891,1890,寬帶,南緯24-90,南,999,-0.21
1891,1890,緯度帶,北極區64-90N,北,77,-1.05
1891,1890,緯度帶,北高緯44-64N,北,54,-0.33
1891,1890,緯度帶,北中緯24-44N,北,34,-0.36
1891,1890,緯度帶,赤道-24N,北,12,-0.02
1891,1890,緯度帶,24S-赤道,南,-12,-0.17
1891,1890,緯度帶,南中緯24-44S,南,-34,-0.18
1891,1890,緯度帶,南高緯44-64S,南,-54,-0.24
1891,1890,緯度帶,南極區64-90S,南,-77,-0.13
1892,1890,全球,全球,全球,999,-0.27
1892,1890,半球,北半球,北,999,-0.40
1892,1890,半球,南半球,南,999,-0.15
1892,1890,寬帶,北緯24-90,北,999,-0.42
1892,1890,寬帶,南北緯24以內,赤道,999,-0.31
1892,1890,寬帶,南緯24-90,南,999,-0.08
1892,1890,緯度帶,北極區64-90N,北,77,-1.07
1892,1890,緯度帶,北高緯44-64N,北,54,-0.65
1892,1890,緯度帶,北中緯24-44N,北,34,-0.17
1892,1890,緯度帶,赤道-24N,北,12,-0.36
1892,1890,緯度帶,24S-赤道,南,-12,-0.27
1892,1890,緯度帶,南中緯24-44S,南,-34,0.02
1892,1890,緯度帶,南高緯44-64S,南,-54,-0.21
1892,1890,緯度帶,南極區64-90S,南,-77,0.11
1893,1890,全球,全球,全球,999,-0.31
1893,1890,半球,北半球,北,999,-0.47
1893,1890,半球,南半球,南,999,-0.15
1893,1890,寬帶,北緯24-90,北,999,-0.50
1893,1890,寬帶,南北緯24以內,赤道,999,-0.38
1893,1890,寬帶,南緯24-90,南,999,-0.04
1893,1890,緯度帶,北極區64-90N,北,77,-0.61
1893,1890,緯度帶,北高緯44-64N,北,54,-0.54
1893,1890,緯度帶,北中緯24-44N,北,34,-0.47
1893,1890,緯度帶,赤道-24N,北,12,-0.44
1893,1890,緯度帶,24S-赤道,南,-12,-0.31
1893,1890,緯度帶,南中緯24-44S,南,-34,0.07
1893,1890,緯度帶,南高緯44-64S,南,-54,-0.20
1893,1890,緯度帶,南極區64-90S,南,-77,-0.02
1894,1890,全球,全球,全球,999,-0.30
1894,1890,半球,北半球,北,999,-0.39
1894,1890,半球,南半球,南,999,-0.22
1894,1890,寬帶,北緯24-90,北,999,-0.32
1894,1890,寬帶,南北緯24以內,赤道,999,-0.35
1894,1890,寬帶,南緯24-90,南,999,-0.23
1894,1890,緯度帶,北極區64-90N,北,77,-0.91
1894,1890,緯度帶,北高緯44-64N,北,54,-0.32
1894,1890,緯度帶,北中緯24-44N,北,34,-0.18
1894,1890,緯度帶,赤道-24N,北,12,-0.50
1894,1890,緯度帶,24S-赤道,南,-12,-0.20
1894,1890,緯度帶,南中緯24-44S,南,-34,-0.14
1894,1890,緯度帶,南高緯44-64S,南,-54,-0.35
1894,1890,緯度帶,南極區64-90S,南,-77,-0.35
1895,1890,全球,全球,全球,999,-0.23
1895,1890,半球,北半球,北,999,-0.31
1895,1890,半球,南半球,南,999,-0.15
1895,1890,寬帶,北緯24-90,北,999,-0.39
1895,1890,寬帶,南北緯24以內,赤道,999,-0.09
1895,1890,寬帶,南緯24-90,南,999,-0.25
1895,1890,緯度帶,北極區64-90N,北,77,-0.65
1895,1890,緯度帶,北高緯44-64N,北,54,-0.52
1895,1890,緯度帶,北中緯24-44N,北,34,-0.26
1895,1890,緯度帶,赤道-24N,北,12,-0.16
1895,1890,緯度帶,24S-赤道,南,-12,-0.01
1895,1890,緯度帶,南中緯24-44S,南,-34,-0.19
1895,1890,緯度帶,南高緯44-64S,南,-54,-0.32
1895,1890,緯度帶,南極區64-90S,南,-77,-0.56
1896,1890,全球,全球,全球,999,-0.12
1896,1890,半球,北半球,北,999,-0.20
1896,1890,半球,南半球,南,999,-0.03
1896,1890,寬帶,北緯24-90,北,999,-0.34
1896,1890,寬帶,南北緯24以內,赤道,999,0.08
1896,1890,寬帶,南緯24-90,南,999,-0.15
1896,1890,緯度帶,北極區64-90N,北,77,-0.85
1896,1890,緯度帶,北高緯44-64N,北,54,-0.37
1896,1890,緯度帶,北中緯24-44N,北,34,-0.21
1896,1890,緯度帶,赤道-24N,北,12,0.02
1896,1890,緯度帶,24S-赤道,南,-12,0.13
1896,1890,緯度帶,南中緯24-44S,南,-34,-0.15
1896,1890,緯度帶,南高緯44-64S,南,-54,-0.13
1896,1890,緯度帶,南極區64-90S,南,-77,0.28
1897,1890,全球,全球,全球,999,-0.11
1897,1890,半球,北半球,北,999,-0.17
1897,1890,半球,南半球,南,999,-0.05
1897,1890,寬帶,北緯24-90,北,999,-0.35
1897,1890,寬帶,南北緯24以內,赤道,999,0.15
1897,1890,寬帶,南緯24-90,南,999,-0.23
1897,1890,緯度帶,北極區64-90N,北,77,-0.53
1897,1890,緯度帶,北高緯44-64N,北,54,-0.46
1897,1890,緯度帶,北中緯24-44N,北,34,-0.24
1897,1890,緯度帶,赤道-24N,北,12,0.11
1897,1890,緯度帶,24S-赤道,南,-12,0.19
1897,1890,緯度帶,南中緯24-44S,南,-34,-0.19
1897,1890,緯度帶,南高緯44-64S,南,-54,-0.27
1897,1890,緯度帶,南極區64-90S,南,-77,0.43
1898,1890,全球,全球,全球,999,-0.28
1898,1890,半球,北半球,北,999,-0.29
1898,1890,半球,南半球,南,999,-0.26
1898,1890,寬帶,北緯24-90,北,999,-0.35
1898,1890,寬帶,南北緯24以內,赤道,999,-0.24
1898,1890,寬帶,南緯24-90,南,999,-0.26
1898,1890,緯度帶,北極區64-90N,北,77,-1.14
1898,1890,緯度帶,北高緯44-64N,北,54,-0.24
1898,1890,緯度帶,北中緯24-44N,北,34,-0.23
1898,1890,緯度帶,赤道-24N,北,12,-0.21
1898,1890,緯度帶,24S-赤道,南,-12,-0.27
1898,1890,緯度帶,南中緯24-44S,南,-34,-0.27
1898,1890,緯度帶,南高緯44-64S,南,-54,-0.21
1898,1890,緯度帶,南極區64-90S,南,-77,0.40
1899,1890,全球,全球,全球,999,-0.18
1899,1890,半球,北半球,北,999,-0.21
1899,1890,半球,南半球,南,999,-0.14
1899,1890,寬帶,北緯24-90,北,999,-0.23
1899,1890,寬帶,南北緯24以內,赤道,999,-0.13
1899,1890,寬帶,南緯24-90,南,999,-0.18
1899,1890,緯度帶,北極區64-90N,北,77,-0.99
1899,1890,緯度帶,北高緯44-64N,北,54,-0.09
1899,1890,緯度帶,北中緯24-44N,北,34,-0.14
1899,1890,緯度帶,赤道-24N,北,12,-0.18
1899,1890,緯度帶,24S-赤道,南,-12,-0.09
1899,1890,緯度帶,南中緯24-44S,南,-34,-0.15
1899,1890,緯度帶,南高緯44-64S,南,-54,-0.22
1899,1890,緯度帶,南極區64-90S,南,-77,0.61
1900,1900,全球,全球,全球,999,-0.09
1900,1900,半球,北半球,北,999,-0.10
1900,1900,半球,南半球,南,999,-0.07
1900,1900,寬帶,北緯24-90,北,999,-0.20
1900,1900,寬帶,南北緯24以內,赤道,999,0.15
1900,1900,寬帶,南緯24-90,南,999,-0.30
1900,1900,緯度帶,北極區64-90N,北,77,-0.51
1900,1900,緯度帶,北高緯44-64N,北,54,-0.16
1900,1900,緯度帶,北中緯24-44N,北,34,-0.15
1900,1900,緯度帶,赤道-24N,北,12,0.07
1900,1900,緯度帶,24S-赤道,南,-12,0.24
1900,1900,緯度帶,南中緯24-44S,南,-34,-0.28
1900,1900,緯度帶,南高緯44-64S,南,-54,-0.29
1900,1900,緯度帶,南極區64-90S,南,-77,0.30
1901,1900,全球,全球,全球,999,-0.15
1901,1900,半球,北半球,北,999,-0.12
1901,1900,半球,南半球,南,999,-0.18
1901,1900,寬帶,北緯24-90,北,999,-0.15
1901,1900,寬帶,南北緯24以內,赤道,999,-0.05
1901,1900,寬帶,南緯24-90,南,999,-0.30
1901,1900,緯度帶,北極區64-90N,北,77,-0.31
1901,1900,緯度帶,北高緯44-64N,北,54,-0.10
1901,1900,緯度帶,北中緯24-44N,北,34,-0.15
1901,1900,緯度帶,赤道-24N,北,12,-0.08
1901,1900,緯度帶,24S-赤道,南,-12,-0.02
1901,1900,緯度帶,南中緯24-44S,南,-34,-0.27
1901,1900,緯度帶,南高緯44-64S,南,-54,-0.33
1901,1900,緯度帶,南極區64-90S,南,-77,0.29
1902,1900,全球,全球,全球,999,-0.28
1902,1900,半球,北半球,北,999,-0.34
1902,1900,半球,南半球,南,999,-0.22
1902,1900,寬帶,北緯24-90,北,999,-0.53
1902,1900,寬帶,南北緯24以內,赤道,999,-0.05
1902,1900,寬帶,南緯24-90,南,999,-0.34
1902,1900,緯度帶,北極區64-90N,北,77,-1.47
1902,1900,緯度帶,北高緯44-64N,北,54,-0.50
1902,1900,緯度帶,北中緯24-44N,北,34,-0.32
1902,1900,緯度帶,赤道-24N,北,12,-0.04
1902,1900,緯度帶,24S-赤道,南,-12,-0.06
1902,1900,緯度帶,南中緯24-44S,南,-34,-0.28
1902,1900,緯度帶,南高緯44-64S,南,-54,-0.43
1902,1900,緯度帶,南極區64-90S,南,-77,-0.02
1903,1900,全球,全球,全球,999,-0.37
1903,1900,半球,北半球,北,999,-0.38
1903,1900,半球,南半球,南,999,-0.37
1903,1900,寬帶,北緯24-90,北,999,-0.45
1903,1900,寬帶,南北緯24以內,赤道,999,-0.30
1903,1900,寬帶,南緯24-90,南,999,-0.38
1903,1900,緯度帶,北極區64-90N,北,77,-0.18
1903,1900,緯度帶,北高緯44-64N,北,54,-0.41
1903,1900,緯度帶,北中緯24-44N,北,34,-0.56
1903,1900,緯度帶,赤道-24N,北,12,-0.26
1903,1900,緯度帶,24S-赤道,南,-12,-0.34
1903,1900,緯度帶,南中緯24-44S,南,-34,-0.35
1903,1900,緯度帶,南高緯44-64S,南,-54,-0.40
1903,1900,緯度帶,南極區64-90S,南,-77,-0.48
1904,1900,全球,全球,全球,999,-0.48
1904,1900,半球,北半球,北,999,-0.49
1904,1900,半球,南半球,南,999,-0.46
1904,1900,寬帶,北緯24-90,北,999,-0.51
1904,1900,寬帶,南北緯24以內,赤道,999,-0.48
1904,1900,寬帶,南緯24-90,南,999,-0.44
1904,1900,緯度帶,北極區64-90N,北,77,-0.17
1904,1900,緯度帶,北高緯44-64N,北,54,-0.60
1904,1900,緯度帶,北中緯24-44N,北,34,-0.55
1904,1900,緯度帶,赤道-24N,北,12,-0.46
1904,1900,緯度帶,24S-赤道,南,-12,-0.51
1904,1900,緯度帶,南中緯24-44S,南,-34,-0.37
1904,1900,緯度帶,南高緯44-64S,南,-54,-0.49
1904,1900,緯度帶,南極區64-90S,南,-77,-1.31
1905,1900,全球,全球,全球,999,-0.27
1905,1900,半球,北半球,北,999,-0.29
1905,1900,半球,南半球,南,999,-0.23
1905,1900,寬帶,北緯24-90,北,999,-0.39
1905,1900,寬帶,南北緯24以內,赤道,999,-0.10
1905,1900,寬帶,南緯24-90,南,999,-0.35
1905,1900,緯度帶,北極區64-90N,北,77,0.00
1905,1900,緯度帶,北高緯44-64N,北,54,-0.23
1905,1900,緯度帶,北中緯24-44N,北,34,-0.62
1905,1900,緯度帶,赤道-24N,北,12,-0.13
1905,1900,緯度帶,24S-赤道,南,-12,-0.07
1905,1900,緯度帶,南中緯24-44S,南,-34,-0.33
1905,1900,緯度帶,南高緯44-64S,南,-54,-0.37
1905,1900,緯度帶,南極區64-90S,南,-77,-0.32
1906,1900,全球,全球,全球,999,-0.23
1906,1900,半球,北半球,北,999,-0.23
1906,1900,半球,南半球,南,999,-0.22
1906,1900,寬帶,北緯24-90,北,999,-0.24
1906,1900,寬帶,南北緯24以內,赤道,999,-0.21
1906,1900,寬帶,南緯24-90,南,999,-0.23
1906,1900,緯度帶,北極區64-90N,北,77,-0.23
1906,1900,緯度帶,北高緯44-64N,北,54,-0.06
1906,1900,緯度帶,北中緯24-44N,北,34,-0.38
1906,1900,緯度帶,赤道-24N,北,12,-0.22
1906,1900,緯度帶,24S-赤道,南,-12,-0.20
1906,1900,緯度帶,南中緯24-44S,南,-34,-0.20
1906,1900,緯度帶,南高緯44-64S,南,-54,-0.22
1906,1900,緯度帶,南極區64-90S,南,-77,-0.70
1907,1900,全球,全球,全球,999,-0.39
1907,1900,半球,北半球,北,999,-0.47
1907,1900,半球,南半球,南,999,-0.31
1907,1900,寬帶,北緯24-90,北,999,-0.58
1907,1900,寬帶,南北緯24以內,赤道,999,-0.32
1907,1900,寬帶,南緯24-90,南,999,-0.29
1907,1900,緯度帶,北極區64-90N,北,77,-0.54
1907,1900,緯度帶,北高緯44-64N,北,54,-0.72
1907,1900,緯度帶,北中緯24-44N,北,34,-0.51
1907,1900,緯度帶,赤道-24N,北,12,-0.31
1907,1900,緯度帶,24S-赤道,南,-12,-0.33
1907,1900,緯度帶,南中緯24-44S,南,-34,-0.21
1907,1900,緯度帶,南高緯44-64S,南,-54,-0.37
1907,1900,緯度帶,南極區64-90S,南,-77,-1.19
1908,1900,全球,全球,全球,999,-0.43
1908,1900,半球,北半球,北,999,-0.45
1908,1900,半球,南半球,南,999,-0.41
1908,1900,寬帶,北緯24-90,北,999,-0.47
1908,1900,寬帶,南北緯24以內,赤道,999,-0.46
1908,1900,寬帶,南緯24-90,南,999,-0.36
1908,1900,緯度帶,北極區64-90N,北,77,-0.20
1908,1900,緯度帶,北高緯44-64N,北,54,-0.54
1908,1900,緯度帶,北中緯24-44N,北,34,-0.50
1908,1900,緯度帶,赤道-24N,北,12,-0.44
1908,1900,緯度帶,24S-赤道,南,-12,-0.48
1908,1900,緯度帶,南中緯24-44S,南,-34,-0.29
1908,1900,緯度帶,南高緯44-64S,南,-54,-0.48
1908,1900,緯度帶,南極區64-90S,南,-77,0.69
1909,1900,全球,全球,全球,999,-0.49
1909,1900,半球,北半球,北,999,-0.50
1909,1900,半球,南半球,南,999,-0.49
1909,1900,寬帶,北緯24-90,北,999,-0.52
1909,1900,寬帶,南北緯24以內,赤道,999,-0.50
1909,1900,寬帶,南緯24-90,南,999,-0.44
1909,1900,緯度帶,北極區64-90N,北,77,-0.69
1909,1900,緯度帶,北高緯44-64N,北,54,-0.62
1909,1900,緯度帶,北中緯24-44N,北,34,-0.43
1909,1900,緯度帶,赤道-24N,北,12,-0.46
1909,1900,緯度帶,24S-赤道,南,-12,-0.55
1909,1900,緯度帶,南中緯24-44S,南,-34,-0.37
1909,1900,緯度帶,南高緯44-64S,南,-54,-0.52
1909,1900,緯度帶,南極區64-90S,南,-77,-0.56
1910,1910,全球,全球,全球,999,-0.44
1910,1910,半球,北半球,北,999,-0.45
1910,1910,半球,南半球,南,999,-0.44
1910,1910,寬帶,北緯24-90,北,999,-0.41
1910,1910,寬帶,南北緯24以內,赤道,999,-0.51
1910,1910,寬帶,南緯24-90,南,999,-0.38
1910,1910,緯度帶,北極區64-90N,北,77,-0.58
1910,1910,緯度帶,北高緯44-64N,北,54,-0.24
1910,1910,緯度帶,北中緯24-44N,北,34,-0.48
1910,1910,緯度帶,赤道-24N,北,12,-0.51
1910,1910,緯度帶,24S-赤道,南,-12,-0.52
1910,1910,緯度帶,南中緯24-44S,南,-34,-0.33
1910,1910,緯度帶,南高緯44-64S,南,-54,-0.45
1910,1910,緯度帶,南極區64-90S,南,-77,0.17
1911,1910,全球,全球,全球,999,-0.45
1911,1910,半球,北半球,北,999,-0.42
1911,1910,半球,南半球,南,999,-0.47
1911,1910,寬帶,北緯24-90,北,999,-0.41
1911,1910,寬帶,南北緯24以內,赤道,999,-0.45
1911,1910,寬帶,南緯24-90,南,999,-0.48
1911,1910,緯度帶,北極區64-90N,北,77,-0.25
1911,1910,緯度帶,北高緯44-64N,北,54,-0.41
1911,1910,緯度帶,北中緯24-44N,北,34,-0.46
1911,1910,緯度帶,赤道-24N,北,12,-0.45
1911,1910,緯度帶,24S-赤道,南,-12,-0.46
1911,1910,緯度帶,南中緯24-44S,南,-34,-0.44
1911,1910,緯度帶,南高緯44-64S,南,-54,-0.52
1911,1910,緯度帶,南極區64-90S,南,-77,0.06
1912,1910,全球,全球,全球,999,-0.37
1912,1910,半球,北半球,北,999,-0.47
1912,1910,半球,南半球,南,999,-0.26
1912,1910,寬帶,北緯24-90,北,999,-0.59
1912,1910,寬帶,南北緯24以內,赤道,999,-0.22
1912,1910,寬帶,南緯24-90,南,999,-0.36
1912,1910,緯度帶,北極區64-90N,北,77,-0.48
1912,1910,緯度帶,北高緯44-64N,北,54,-0.79
1912,1910,緯度帶,北中緯24-44N,北,34,-0.49
1912,1910,緯度帶,赤道-24N,北,12,-0.30
1912,1910,緯度帶,24S-赤道,南,-12,-0.13
1912,1910,緯度帶,南中緯24-44S,南,-34,-0.37
1912,1910,緯度帶,南高緯44-64S,南,-54,-0.29
1912,1910,緯度帶,南極區64-90S,南,-77,-1.62
1913,1910,全球,全球,全球,999,-0.35
1913,1910,半球,北半球,北,999,-0.42
1913,1910,半球,南半球,南,999,-0.28
1913,1910,寬帶,北緯24-90,北,999,-0.43
1913,1910,寬帶,南北緯24以內,赤道,999,-0.30
1913,1910,寬帶,南緯24-90,南,999,-0.35
1913,1910,緯度帶,北極區64-90N,北,77,-0.45
1913,1910,緯度帶,北高緯44-64N,北,54,-0.33
1913,1910,緯度帶,北中緯24-44N,北,34,-0.50
1913,1910,緯度帶,赤道-24N,北,12,-0.42
1913,1910,緯度帶,24S-赤道,南,-12,-0.18
1913,1910,緯度帶,南中緯24-44S,南,-34,-0.28
1913,1910,緯度帶,南高緯44-64S,南,-54,-0.40
1913,1910,緯度帶,南極區64-90S,南,-77,-1.03
1914,1910,全球,全球,全球,999,-0.16
1914,1910,半球,北半球,北,999,-0.19
1914,1910,半球,南半球,南,999,-0.13
1914,1910,寬帶,北緯24-90,北,999,-0.24
1914,1910,寬帶,南北緯24以內,赤道,999,-0.10
1914,1910,寬帶,南緯24-90,南,999,-0.17
1914,1910,緯度帶,北極區64-90N,北,77,-0.32
1914,1910,緯度帶,北高緯44-64N,北,54,-0.16
1914,1910,緯度帶,北中緯24-44N,北,34,-0.28
1914,1910,緯度帶,赤道-24N,北,12,-0.13
1914,1910,緯度帶,24S-赤道,南,-12,-0.07
1914,1910,緯度帶,南中緯24-44S,南,-34,-0.15
1914,1910,緯度帶,南高緯44-64S,南,-54,-0.18
1914,1910,緯度帶,南極區64-90S,南,-77,-0.35
1915,1910,全球,全球,全球,999,-0.15
1915,1910,半球,北半球,北,999,-0.14
1915,1910,半球,南半球,南,999,-0.15
1915,1910,寬帶,北緯24-90,北,999,-0.22
1915,1910,寬帶,南北緯24以內,赤道,999,-0.04
1915,1910,寬帶,南緯24-90,南,999,-0.22
1915,1910,緯度帶,北極區64-90N,北,77,-0.56
1915,1910,緯度帶,北高緯44-64N,北,54,-0.16
1915,1910,緯度帶,北中緯24-44N,北,34,-0.18
1915,1910,緯度帶,赤道-24N,北,12,-0.02
1915,1910,緯度帶,24S-赤道,南,-12,-0.05
1915,1910,緯度帶,南中緯24-44S,南,-34,-0.15
1915,1910,緯度帶,南高緯44-64S,南,-54,-0.23
1915,1910,緯度帶,南極區64-90S,南,-77,-1.97
1916,1910,全球,全球,全球,999,-0.36
1916,1910,半球,北半球,北,999,-0.42
